"ensembl_gene_id","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol"
"AT2G31470",NA,"2",13407380,39.9,2,"protein_coding",1340,"","","","","",""
"AT3G63160",NA,"3",23333399,38.99,1,"protein_coding",635,"","","","","",""
"AT5G09315",NA,"5",2888659,41.54,1,"protein_coding",1294,"","","","","",""
"AT2G34700",NA,"2",14634090,36.28,1,"protein_coding",1537,"","","","","",""
"AT5G27630",NA,"5",9775854,38.76,4,"protein_coding",5148,"","","","","",""
"AT1G24270",NA,"1",8607851,39.43,1,"protein_coding",912,"","","","","",""
"AT1G05350",NA,"1",1560678,37.7,1,"protein_coding",3731,"","","","","",""
"AT3G16800",NA,"3",5720941,35.46,6,"protein_coding",2244,"","","","","",""
"AT5G19560",NA,"5",6602910,35.61,5,"protein_coding",3596,"","","","","",""
"AT3G63420",NA,"3",23417249,39.92,3,"protein_coding",1775,"","","","","",""
"AT5G08500",NA,"5",2748133,37.99,2,"protein_coding",3755,"","","","","",""
"AT3G60810",NA,"3",22470519,39.7,2,"protein_coding",1387,"","","","","",""
"AT4G35519",NA,"4",16865248,44.72,1,"protein_coding",122,"","","","","",""
"AT2G01880",NA,"2",391421,30.28,1,"protein_coding",2763,"","","","","",""
"AT3G04470",NA,"3",1189595,42.61,1,"protein_coding",3064,"","","","","",""
"AT2G13960",NA,"2",5859491,36.52,3,"protein_coding",1820,"","","","","",""
"AT5G20885",NA,"5",7083408,40.01,1,"protein_coding",1451,"","","","","",""
"AT5G41770",NA,"5",16717946,38.91,1,"protein_coding",3276,"","","","","",""
"AT4G37430",NA,"4",17597110,43.54,1,"protein_coding",1848,"","","","","",""
"AT3G21880",NA,"3",7706257,37.7,3,"protein_coding",2089,"","","","","",""
"AT1G44318",NA,"1",16831016,33.68,1,"protein_coding",2995,"","","","","",""
"AT3G14410",NA,"3",4815763,38.35,1,"protein_coding",2218,"","","","","",""
"AT3G13030",NA,"3",4169541,39.62,5,"protein_coding",2581,"","","","","",""
"AT5G60550",NA,"5",24339229,37.8,1,"protein_coding",3361,"","","","","",""
"AT5G23140",NA,"5",7783673,38.67,1,"protein_coding",1874,"","","","","",""
"AT3G11420",NA,"3",3591251,39.8,1,"protein_coding",3338,"","","","","",""
"AT4G39800",NA,"4",18469255,41.16,1,"protein_coding",2793,"","","","","",""
"AT4G22530",NA,"4",11858444,41.55,2,"protein_coding",1982,"","","","","",""
"AT4G22170",NA,"4",11736472,40.05,1,"protein_coding",1295,"","","","","",""
"AT1G66190",NA,"1",24652741,39.27,1,"protein_coding",1257,"","","","","",""
"AT4G32880",NA,"4",15863339,38.67,1,"protein_coding",5311,"","","","","",""
"AT5G37630",NA,"5",14947227,39.05,1,"protein_coding",5579,"","","","","",""
"AT3G07850",NA,"3",2505546,39.99,1,"protein_coding",2012,"","","","","",""
"AT1G23850",NA,"1",8425724,40.41,1,"protein_coding",1511,"","","","","",""
"AT3G42723",NA,"3",14838392,42.57,1,"protein_coding",2797,"","","","","",""
"AT3G01720",NA,"3",262142,42.5,1,"protein_coding",3820,"","","","","",""
"AT3G53430",NA,"3",19809313,41.23,1,"protein_coding",1207,"","","","","",""
"AT5G48760",NA,"5",19771099,39.86,2,"protein_coding",1690,"","","","","",""
"AT3G04870",NA,"3",1342455,37.83,4,"protein_coding",3932,"","","","","",""
"AT2G41231",NA,"2",17195292,38.94,2,"protein_coding",623,"","","","","",""
"AT5G16140",NA,"5",5270160,36.36,2,"protein_coding",1803,"","","","","",""
"AT5G19190",NA,"5",6457026,38.07,1,"protein_coding",1478,"","","","","",""
"AT5G20950",NA,"5",7107272,41.03,3,"protein_coding",4181,"","","","","",""
"AT1G36940",NA,"1",14003819,36.76,2,"protein_coding",1683,"","","","","",""
"AT3G59750",NA,"3",22069830,43.08,1,"protein_coding",2007,"","","","","",""
"AT3G47250",NA,"3",17399757,38.06,3,"protein_coding",2114,"","","","","",""
"AT3G55005",NA,"3",20383896,37.43,1,"protein_coding",2556,"","","","","",""
"AT5G43850",NA,"5",17627132,35.44,1,"protein_coding",2231,"","","","","",""
"AT3G13120",NA,"3",4219310,37,3,"protein_coding",2356,"","","","","",""
"AT5G65180",NA,"5",26045327,38.08,2,"protein_coding",2704,"","","","","",""
"AT5G43250",NA,"5",17355845,39.21,1,"protein_coding",861,"","","","","",""
"AT1G73780",NA,"1",27743685,37.32,1,"protein_coding",768,"","","","","",""
"AT2G24200",NA,"2",10286806,40.94,3,"protein_coding",2879,"","","","","",""
"AT2G05790",NA,"2",2199151,39.58,1,"protein_coding",2452,"","","","","",""
"AT4G05100",NA,"4",2618372,36.42,1,"protein_coding",1575,"","","","","",""
"AT4G01190",NA,"4",504135,34.77,3,"protein_coding",2268,"","","","","",""
"AT5G39775",NA,"5",15923803,45.18,1,"protein_coding",601,"","","","","",""
"AT5G19350",NA,"5",6518777,40.56,2,"protein_coding",2706,"","","","","",""
"AT2G19760",NA,"2",8516658,38.71,1,"protein_coding",1536,"","","","","",""
"AT2G11626",NA,"2",4661458,43.16,1,"protein_coding",993,"","","","","",""
"AT1G04985",NA,"1",1416342,37.86,2,"protein_coding",2685,"","","","","",""
"AT1G08035",NA,"1",2494402,34.76,3,"protein_coding",911,"","","","","",""
"AT5G53100",NA,"5",21526250,34.47,1,"protein_coding",2073,"","","","","",""
"AT3G59950",NA,"3",22144280,38.57,5,"protein_coding",3432,"","","","","",""
"AT1G24220",NA,"1",8578658,37.93,2,"protein_coding",4109,"","","","","",""
"AT5G20790",NA,"5",7039674,42.38,2,"protein_coding",1245,"","","","","",""
"AT1G66460",NA,"1",24789735,39.11,3,"protein_coding",2428,"","","","","",""
"AT1G08090",NA,"1",2524023,45.09,1,"protein_coding",2299,"","","","","",""
"AT5G27650",NA,"5",9785407,42.33,1,"protein_coding",3947,"","","","","",""
"AT5G66460",NA,"5",26538395,40.39,1,"protein_coding",3297,"","","","","",""
"AT5G05300",NA,"5",1569855,38.68,1,"protein_coding",754,"","","","","",""
"AT4G39680",NA,"4",18414306,40.78,2,"protein_coding",3302,"","","","","",""
"AT3G43572",NA,"3",15479021,39.44,1,"protein_coding",212,"","","","","",""
"AT2G36960",NA,"2",15522769,37.41,3,"protein_coding",4989,"","","","","",""
"AT5G44345",NA,"5",17862113,38.78,1,"protein_coding",966,"","","","","",""
"AT5G48060",NA,"5",19475296,41.42,1,"protein_coding",3770,"","","","","",""
"AT4G11860",NA,"4",7133896,37.88,1,"protein_coding",4614,"","","","","",""
"AT1G49530",NA,"1",18332429,45.68,1,"protein_coding",1260,"","","","","",""
"AT1G18486",NA,"1",6366397,43.14,1,"protein_coding",356,"","","","","",""
"AT1G12880",NA,"1",4389678,33.53,1,"protein_coding",1666,"","","","","",""
"AT3G17230",NA,"3",5888633,43.71,1,"protein_coding",603,"","","","","",""
"AT3G14860",NA,"3",4998304,39.01,2,"protein_coding",2742,"","","","","",""
"AT5G58870",NA,"5",23769786,40.33,1,"protein_coding",4187,"","","","","",""
"AT1G28190",NA,"1",9846747,39.16,1,"protein_coding",1268,"","","","","",""
"AT5G56900",NA,"5",23019245,38.48,3,"protein_coding",3520,"","","","","",""
"AT1G25480",NA,"1",8948232,39.39,1,"protein_coding",2799,"","","","","",""
"AT4G03460",NA,"4",1537118,39.21,2,"protein_coding",3595,"","","","","",""
"AT1G26797",NA,"1",9280955,34.32,1,"protein_coding",605,"","","","","",""
"AT1G18390",NA,"1",6325536,40.05,2,"protein_coding",4643,"","","","","",""
"AT1G55630",NA,"1",20791635,40.63,1,"protein_coding",1946,"","","","","",""
"ATCG00270",NA,"Pt",32711,41.81,1,"protein_coding",1061,"","","","","",""
"AT5G56780",NA,"5",22964233,40.35,1,"protein_coding",2165,"","","","","",""
"AT4G29450",NA,"4",14478749,40.07,1,"protein_coding",3877,"","","","","",""
"AT2G44730",NA,"2",18437333,48.09,1,"protein_coding",1232,"","","","","",""
"AT1G65770",NA,"1",24460656,45.89,1,"protein_coding",1082,"","","","","",""
"AT1G21395",NA,"1",7491965,36.18,1,"protein_coding",386,"","","","","",""
"AT1G13810",NA,"1",4733991,39.03,1,"protein_coding",1462,"","","","","",""
"AT1G14520",NA,"1",4968134,37.56,4,"protein_coding",2177,"","","","","",""
"AT4G01000",NA,"4",431516,38.86,2,"protein_coding",2513,"","","","","",""
"AT5G01080",NA,"5",28532,40.18,1,"protein_coding",554,"","","","","",""
"AT3G30385",NA,"3",11988319,32.96,1,"protein_coding",448,"","","","","",""
"AT1G01350",NA,"1",136090,38.49,1,"protein_coding",2072,"","","","","",""
"AT5G49640",NA,"5",20151163,44.85,1,"protein_coding",679,"","","","","",""
"AT1G26790",NA,"1",9273684,40.33,1,"protein_coding",1509,"","","","","",""
"AT1G03620",NA,"1",904032,34,13,"protein_coding",3611,"","","","","",""
"AT3G27840",NA,"3",10323354,47.4,1,"protein_coding",596,"","","","","",""
"AT1G02570",NA,"1",541236,43.07,1,"protein_coding",1009,"","","","","",""
"AT2G24020",NA,"2",10217641,36.38,2,"protein_coding",1827,"","","","","",""
"AT1G09620",NA,"1",3112778,42.99,1,"protein_coding",3921,"","","","","",""
"AT4G05030",NA,"4",2576677,35.29,2,"protein_coding",1297,"","","","","",""
"AT3G21840",NA,"3",7695228,37.52,1,"protein_coding",708,"","","","","",""
"AT5G51230",NA,"5",20823644,36.83,3,"protein_coding",6000,"","","","","",""
"AT1G35190",NA,"1",12890404,36.09,2,"protein_coding",2551,"","","","","",""
"AT1G07850",NA,"1",2426705,46.13,1,"protein_coding",2520,"","","","","",""
"AT5G07890",NA,"5",2517306,37.65,5,"protein_coding",2735,"","","","","",""
"AT3G44590",NA,"3",16163709,37.24,2,"protein_coding",1288,"","","","","",""
"AT3G07220",NA,"3",2297886,43.03,1,"protein_coding",1686,"","","","","",""
"AT3G50460",NA,"3",18727666,33.62,1,"protein_coding",1144,"","","","","",""
"AT2G33460",NA,"2",14174144,39.96,1,"protein_coding",1821,"","","","","",""
"AT2G02290",NA,"2",604453,41.25,1,"protein_coding",908,"","","","","",""
"AT1G71520",NA,"1",26938369,41.94,1,"protein_coding",898,"","","","","",""
"AT3G26820",NA,"3",9881128,37.96,2,"protein_coding",4074,"","","","","",""
"AT3G19550",NA,"3",6787127,32.28,1,"protein_coding",1297,"","","","","",""
"AT1G34792",NA,"1",12766263,33.68,1,"protein_coding",388,"","","","","",""
"AT3G10390",NA,"3",3229060,41.82,4,"protein_coding",3471,"","","","","",""
"AT5G50260",NA,"5",20455317,37.56,1,"protein_coding",1751,"","","","","",""
"AT3G23470",NA,"3",8414616,35.24,3,"protein_coding",4168,"","","","","",""
"AT4G09730",NA,"4",6136244,39.88,1,"protein_coding",3467,"","","","","",""
"AT1G69480",NA,"1",26113990,37.67,2,"protein_coding",3965,"","","","","",""
"AT5G58990",NA,"5",23814763,38.38,1,"protein_coding",1427,"","","","","",""
"AT1G74180",NA,"1",27897040,37.75,2,"protein_coding",4985,"","","","","",""
"AT4G37510",NA,"4",17626104,39.91,1,"protein_coding",2966,"","","","","",""
"AT1G16705",NA,"1",5712022,37.09,3,"protein_coding",1730,"","","","","",""
"AT4G09740",NA,"4",6142706,36.29,1,"protein_coding",2297,"","","","","",""
"AT5G38440",NA,"5",15390223,36.57,1,"protein_coding",401,"","","","","",""
"AT1G36980",NA,"1",14024634,35.56,2,"protein_coding",2406,"","","","","",""
"AT5G46830",NA,"5",19002564,43.99,1,"protein_coding",1820,"","","","","",""
"AT4G13100",NA,"4",7635765,35.78,9,"protein_coding",3272,"","","","","",""
"AT4G27010",NA,"4",13557974,38.38,2,"protein_coding",10465,"","","","","",""
"AT1G62720",NA,"1",23227532,38.23,1,"protein_coding",1618,"","","","","",""
"AT3G32260",NA,"3",13219168,34.29,1,"protein_coding",2288,"","","","","",""
"AT5G65158",NA,"5",26030075,40.9,1,"protein_coding",928,"","","","","",""
"AT3G12977",NA,"3",4143524,35.08,2,"protein_coding",2513,"","","","","",""
"AT2G34340",NA,"2",14488584,39.86,1,"protein_coding",1183,"","","","","",""
"AT1G10210",NA,"1",3349082,39.73,3,"protein_coding",2098,"","","","","",""
"AT2G24530",NA,"2",10421841,40.05,2,"protein_coding",2561,"","","","","",""
"AT4G22650",NA,"4",11913557,43.31,1,"protein_coding",470,"","","","","",""
"AT4G34630",NA,"4",16536661,41.26,1,"protein_coding",1303,"","","","","",""
"AT5G58030",NA,"5",23486777,39.1,1,"protein_coding",1843,"","","","","",""
"AT4G01100",NA,"4",477141,39.09,3,"protein_coding",2887,"","","","","",""
"AT1G01600",NA,"1",218834,44.11,1,"protein_coding",2452,"","","","","",""
"AT2G26690",NA,"2",11347147,35.09,3,"protein_coding",3846,"","","","","",""
"AT1G63580",NA,"1",23577329,40.16,1,"protein_coding",1157,"","","","","",""
"AT4G16160",NA,"4",9157471,37.53,2,"protein_coding",1462,"","","","","",""
"AT4G37670",NA,"4",17696059,41.39,2,"protein_coding",2932,"","","","","",""
"AT2G19180",NA,"2",8324653,39.02,2,"protein_coding",1570,"","","","","",""
"AT5G22785",NA,"5",7589643,42.08,1,"protein_coding",201,"","","","","",""
"AT5G65460",NA,"5",26161624,38.4,6,"protein_coding",7567,"","","","","",""
"AT3G12850",NA,"3",4088374,38.24,1,"protein_coding",1929,"","","","","",""
"AT4G17370",NA,"4",9705845,39.39,2,"protein_coding",2497,"","","","","",""
"AT2G44581",NA,"2",18397874,43.58,1,"protein_coding",630,"","","","","",""
"AT1G52530",NA,"1",19568588,40.18,2,"protein_coding",1470,"","","","","",""
"AT5G08695",NA,"5",2829193,36.85,1,"protein_coding",5502,"","","","","",""
"AT1G03830",NA,"1",961684,39.67,2,"protein_coding",5106,"","","","","",""
"AT3G13435",NA,"3",4375300,29.59,1,"protein_coding",827,"","","","","",""
"AT1G10880",NA,"1",3625623,44.52,1,"protein_coding",1459,"","","","","",""
"AT2G46520",NA,"2",19096413,42.67,1,"protein_coding",3960,"","","","","",""
"AT1G64633",NA,"1",24019584,33.33,1,"protein_coding",2,"","","","","",""
"AT5G56220",NA,"5",22753888,40.55,2,"protein_coding",4169,"","","","","",""
"AT2G23090",NA,"2",9829450,34.82,1,"protein_coding",984,"","","","","",""
"AT3G47750",NA,"3",17606359,36.5,1,"protein_coding",4706,"","","","","",""
"AT5G47620",NA,"5",19302190,39.51,5,"protein_coding",2760,"","","","","",""
"AT3G03170",NA,"3",731862,40.36,1,"protein_coding",1052,"","","","","",""
"AT5G54080",NA,"5",21945865,40.41,2,"protein_coding",3048,"","","","","",""
"AT3G58460",NA,"3",21623179,39.37,2,"protein_coding",3522,"","","","","",""
"AT1G44090",NA,"1",16760616,41.05,1,"protein_coding",1870,"","","","","",""
"AT3G55610",NA,"3",20624020,37.49,2,"protein_coding",5275,"","","","","",""
"AT1G62450",NA,"1",23115536,34.53,1,"protein_coding",2058,"","","","","",""
"AT3G20190",NA,"3",7044711,40.51,2,"protein_coding",2712,"","","","","",""
"AT2G25600",NA,"2",10894253,39.93,1,"protein_coding",4419,"","","","","",""
"AT1G16830",NA,"1",5760626,40.87,1,"protein_coding",1993,"","","","","",""
"AT1G14550",NA,"1",4978922,37.61,1,"protein_coding",1544,"","","","","",""
"AT5G45469",NA,"5",18421704,39,1,"protein_coding",258,"","","","","",""
"AT4G30074",NA,"4",14699737,34.07,1,"protein_coding",862,"","","","","",""
"AT2G26790",NA,"2",11424163,39.12,2,"protein_coding",3629,"","","","","",""
"AT3G03800",NA,"3",969050,38,2,"protein_coding",2641,"","","","","",""
"AT1G30190",NA,"1",10618893,39.32,1,"protein_coding",1174,"","","","","",""
"AT4G14010",NA,"4",8092687,41.11,1,"protein_coding",865,"","","","","",""
"AT3G16260",NA,"3",5509344,40.39,3,"protein_coding",3901,"","","","","",""
"AT2G24710",NA,"2",10516780,37.59,3,"protein_coding",3904,"","","","","",""
"AT2G16890",NA,"2",7316789,40.65,4,"protein_coding",2454,"","","","","",""
"AT4G18900",NA,"4",10356465,36.19,1,"protein_coding",2704,"","","","","",""
"AT5G60830",NA,"5",24472639,41.41,1,"protein_coding",680,"","","","","",""
"AT2G21470",NA,"2",9198569,37.82,3,"protein_coding",3918,"","","","","",""
"AT2G33160",NA,"2",14053404,37.28,1,"protein_coding",2842,"","","","","",""
"AT5G26800",NA,"5",9425151,36.9,1,"nontranslating_CDS",1560,"","","","","",""
"AT3G23690",NA,"3",8528609,36.69,1,"protein_coding",2749,"","","","","",""
"AT3G25493",NA,"3",9243096,41.39,1,"protein_coding",504,"","","","","",""
"AT5G20680",NA,"5",6997990,38.9,6,"protein_coding",4043,"","","","","",""
"AT3G30845",NA,"3",12624437,38.36,1,"protein_coding",317,"","","","","",""
"AT5G50010",NA,"5",20348615,39.03,1,"protein_coding",2215,"","","","","",""
"AT4G09060",NA,"4",5797613,36.02,2,"protein_coding",2770,"","","","","",""
"AT5G64820",NA,"5",25913999,39.81,1,"protein_coding",524,"","","","","",""
"AT2G19530",NA,"2",8459947,36.18,1,"protein_coding",1768,"","","","","",""
"AT1G58160",NA,"1",21533724,37.52,1,"protein_coding",716,"","","","","",""
"AT1G54350",NA,"1",20286856,41.68,1,"protein_coding",3545,"","","","","",""
"AT1G33520",NA,"1",12157054,41.75,1,"protein_coding",2071,"","","","","",""
"AT3G57370",NA,"3",21226733,40.56,1,"protein_coding",1742,"","","","","",""
"AT4G12960",NA,"4",7583239,35.63,2,"protein_coding",1520,"","","","","",""
"AT5G40450",NA,"5",16184650,38.05,2,"protein_coding",11238,"","","","","",""
"AT4G36920",NA,"4",17400610,34.09,2,"protein_coding",2859,"","","","","",""
"AT5G44740",NA,"5",18047733,38.42,3,"protein_coding",4163,"","","","","",""
"AT4G20947",NA,"4",11207709,47.29,1,"protein_coding",276,"","","","","",""
"AT1G52570",NA,"1",19583617,38.26,3,"protein_coding",3914,"","","","","",""
"AT2G18500",NA,"2",8026957,42.6,1,"protein_coding",1316,"","","","","",""
"AT3G21490",NA,"3",7573065,34.21,1,"protein_coding",604,"","","","","",""
"AT5G67120",NA,"5",26787809,32.11,1,"protein_coding",1936,"","","","","",""
"AT4G31180",NA,"4",15155751,39.57,2,"protein_coding",3843,"","","","","",""
"AT5G43810",NA,"5",17610744,37.3,4,"protein_coding",6163,"","","","","",""
"AT5G35380",NA,"5",13593322,40.68,1,"protein_coding",2971,"","","","","",""
"ATCG01280",NA,"Pt",145291,37.3,1,"protein_coding",6884,"","","","","",""
"AT1G20010",NA,"1",6937719,38.09,1,"protein_coding",3113,"","","","","",""
"AT2G39930",NA,"2",16665851,37.42,3,"protein_coding",6643,"","","","","",""
"AT5G03650",NA,"5",931762,37.77,1,"protein_coding",5940,"","","","","",""
"AT5G42390",NA,"5",16945165,38.86,2,"protein_coding",8188,"","","","","",""
"AT4G02390",NA,"4",1049766,37.1,3,"protein_coding",4420,"","","","","",""
"AT2G34320",NA,"2",14484959,45.05,1,"protein_coding",878,"","","","","",""
"AT4G38760",NA,"4",18084652,37.52,1,"protein_coding",11566,"","","","","",""
"AT3G25220",NA,"3",9182616,36.34,1,"protein_coding",2063,"","","","","",""
"AT5G41170",NA,"5",16478486,38.02,3,"protein_coding",2098,"","","","","",""
"AT3G17655",NA,"3",6034122,40.55,1,"protein_coding",1375,"","","","","",""
"AT5G54700",NA,"5",22222886,42.4,2,"protein_coding",2730,"","","","","",""
"AT2G41590",NA,"2",17343360,39.79,1,"protein_coding",1645,"","","","","",""
"AT2G33570",NA,"2",14216771,41.1,1,"protein_coding",2481,"","","","","",""
"AT5G43920",NA,"5",17672628,38.28,1,"protein_coding",3395,"","","","","",""
"AT3G15770",NA,"3",5339992,37.02,2,"protein_coding",1347,"","","","","",""
"AT1G80810",NA,"1",30364946,39.06,5,"protein_coding",4208,"","","","","",""
"AT1G54957",NA,"1",20497904,34.69,1,"protein_coding",564,"","","","","",""
"AT1G65310",NA,"1",24257054,37.78,2,"protein_coding",1452,"","","","","",""
"ATCG01060",NA,"Pt",117318,40.24,1,"protein_coding",245,"","","","","",""
"AT2G29410",NA,"2",12616378,39.13,1,"protein_coding",1609,"","","","","",""
"AT3G50830",NA,"3",18893739,37.8,1,"protein_coding",1848,"","","","","",""
"AT1G13820",NA,"1",4735474,38.24,1,"protein_coding",2436,"","","","","",""
"AT1G15880",NA,"1",5458398,39.81,1,"protein_coding",1961,"","","","","",""
"AT1G13320",NA,"1",4563428,38.29,4,"protein_coding",4421,"","","","","",""
"AT1G34150",NA,"1",12435882,38.11,1,"protein_coding",3617,"","","","","",""
"AT3G09630",NA,"3",2953693,43.24,2,"protein_coding",2055,"","","","","",""
"AT2G03180",NA,"2",962764,39.12,1,"protein_coding",362,"","","","","",""
"AT1G18850",NA,"1",6504677,39.44,1,"protein_coding",1865,"","","","","",""
"AT2G45590",NA,"2",18785990,43.41,1,"protein_coding",3123,"","","","","",""
"AT5G14970",NA,"5",4847247,40.51,1,"protein_coding",1806,"","","","","",""
"AT4G25870",NA,"4",13149170,40.16,1,"protein_coding",3109,"","","","","",""
"AT1G49650",NA,"1",18377154,43.48,1,"protein_coding",1480,"","","","","",""
"AT2G02250",NA,"2",594484,38.53,1,"protein_coding",1385,"","","","","",""
"AT5G65440",NA,"5",26151333,38.44,9,"protein_coding",5766,"","","","","",""
"AT2G17420",NA,"2",7564240,39.59,2,"protein_coding",2361,"","","","","",""
"AT2G27790",NA,"2",11847109,35.21,4,"protein_coding",2450,"","","","","",""
"AT4G24000",NA,"4",12461907,36.8,2,"protein_coding",3768,"","","","","",""
"AT1G15440",NA,"1",5306027,43.46,2,"protein_coding",3531,"","","","","",""
"AT4G33860",NA,"4",16229908,41.46,1,"protein_coding",2457,"","","","","",""
"AT1G61300",NA,"1",22607462,38.47,2,"protein_coding",3095,"","","","","",""
"AT1G15840",NA,"1",5451432,50.9,1,"protein_coding",942,"","","","","",""
"AT5G22830",NA,"5",7627597,38.06,2,"protein_coding",3396,"","","","","",""
"AT1G22380",NA,"1",7900355,42.35,1,"protein_coding",2072,"","","","","",""
"AT3G51330",NA,"3",19053272,40.24,3,"protein_coding",3175,"","","","","",""
"AT3G53830",NA,"3",19940499,41.07,4,"protein_coding",3386,"","","","","",""
"AT4G36080",NA,"4",17059779,39.66,3,"protein_coding",18260,"","","","","",""
"AT5G65900",NA,"5",26358161,36.64,1,"protein_coding",3282,"","","","","",""
"AT2G37630",NA,"2",15781232,40.77,1,"protein_coding",2248,"","","","","",""
"AT1G32990",NA,"1",11955656,37.72,1,"protein_coding",1746,"","","","","",""
"AT5G50950",NA,"5",20729431,34.12,4,"protein_coding",4510,"","","","","",""
"AT1G02110",NA,"1",392831,50.15,1,"protein_coding",2697,"","","","","",""
"AT3G51240",NA,"3",19025192,43.55,2,"protein_coding",1680,"","","","","",""
"AT1G17460",NA,"1",5998765,37.07,3,"protein_coding",3967,"","","","","",""
"AT1G23147",NA,"1",8205872,34.68,1,"protein_coding",371,"","","","","",""
"AT4G36060",NA,"4",17055226,38.41,4,"protein_coding",1556,"","","","","",""
"AT5G07280",NA,"5",2284830,43.62,1,"protein_coding",4025,"","","","","",""
"AT5G03740",NA,"5",981859,39.49,1,"protein_coding",2430,"","","","","",""
"AT5G50670",NA,"5",20615565,35.49,2,"protein_coding",2498,"","","","","",""
"AT2G36970",NA,"2",15528877,41.15,1,"protein_coding",1902,"","","","","",""
"AT1G05190",NA,"1",1502251,38.62,1,"protein_coding",1602,"","","","","",""
"AT1G60660",NA,"1",22342290,37.24,1,"protein_coding",979,"","","","","",""
"AT1G13950",NA,"1",4773434,38.22,1,"protein_coding",1501,"","","","","",""
"AT3G29791",NA,"3",11695756,38.78,1,"protein_coding",1015,"","","","","",""
"AT4G04030",NA,"4",1936653,43.18,2,"protein_coding",1319,"","","","","",""
"AT3G50480",NA,"3",18733021,36.79,2,"protein_coding",1399,"","","","","",""
"AT4G36210",NA,"4",17130246,39.49,3,"protein_coding",4410,"","","","","",""
"AT5G57370",NA,"5",23244610,42.19,1,"protein_coding",1810,"","","","","",""
"AT1G04420",NA,"1",1191519,39.98,1,"protein_coding",2365,"","","","","",""
"AT4G32540",NA,"4",15700829,39.87,2,"protein_coding",2171,"","","","","",""
"AT3G06778",NA,"3",2140026,36.01,1,"protein_coding",1521,"","","","","",""
"AT1G02410",NA,"1",490860,37.59,3,"protein_coding",2119,"","","","","",""
"AT4G04910",NA,"4",2489364,36.97,1,"protein_coding",6499,"","","","","",""
"AT5G24470",NA,"5",8356204,41.61,1,"protein_coding",2342,"","","","","",""
"AT4G36520",NA,"4",17230589,41.57,1,"protein_coding",4991,"","","","","",""
"AT5G40550",NA,"5",16241009,35.26,4,"protein_coding",2401,"","","","","",""
"AT5G23380",NA,"5",7866742,34.15,3,"protein_coding",3642,"","","","","",""
"AT1G50830",NA,"1",18835271,40.3,1,"protein_coding",2758,"","","","","",""
"AT5G55740",NA,"5",22561849,39.5,1,"protein_coding",2738,"","","","","",""
"AT3G42473",NA,"3",14607080,29.93,1,"protein_coding",891,"","","","","",""
"AT2G46308",NA,"2",19011167,37.04,1,"protein_coding",188,"","","","","",""
"AT3G45690",NA,"3",16776268,42.43,1,"protein_coding",1882,"","","","","",""
"AT5G66300",NA,"5",26479766,40.39,1,"protein_coding",1762,"","","","","",""
"AT1G16650",NA,"1",5687871,38.41,3,"protein_coding",3498,"","","","","",""
"AT3G26250",NA,"3",9611696,41,1,"protein_coding",1472,"","","","","",""
"AT4G18197",NA,"4",10071481,39.24,1,"protein_coding",2076,"","","","","",""
"AT4G08530",NA,"4",5421857,38.85,1,"protein_coding",380,"","","","","",""
"AT4G34330",NA,"4",16424624,44.25,1,"protein_coding",1285,"","","","","",""
"AT1G50090",NA,"1",18554564,36.72,1,"protein_coding",2262,"","","","","",""
"AT5G11590",NA,"5",3727453,41.92,1,"protein_coding",1273,"","","","","",""
"AT1G50320",NA,"1",18638384,40.59,1,"protein_coding",1152,"","","","","",""
"AT3G14930",NA,"3",5020461,40.73,3,"protein_coding",2685,"","","","","",""
"AT1G77330",NA,"1",29062945,38.87,1,"protein_coding",1692,"","","","","",""
"AT3G22590",NA,"3",8003898,39.35,1,"protein_coding",2004,"","","","","",""
"AT4G20530",NA,"4",11048434,38.47,1,"protein_coding",1335,"","","","","",""
"AT1G80050",NA,"1",30111497,35.48,2,"protein_coding",2513,"","","","","",""
"AT3G28920",NA,"3",10940305,40.29,1,"protein_coding",1528,"","","","","",""
"AT4G24810",NA,"4",12786130,36.76,6,"protein_coding",3661,"","","","","",""
"AT1G19025",NA,"1",6568674,39.54,3,"protein_coding",2265,"","","","","",""
"AT5G50530",NA,"5",20571681,36.13,1,"protein_coding",3569,"","","","","",""
"AT5G40420",NA,"5",16173340,37.19,1,"protein_coding",1443,"","","","","",""
"AT3G57260",NA,"3",21188397,42.97,2,"protein_coding",1570,"","","","","",""
"AT5G07730",NA,"5",2457347,42.13,1,"protein_coding",1155,"","","","","",""
"AT4G31615",NA,"4",15320026,39.28,1,"protein_coding",2285,"","","","","",""
"AT4G14750",NA,"4",8470179,37.67,3,"protein_coding",2038,"","","","","",""
"AT2G47650",NA,"2",19538609,42.02,2,"protein_coding",2976,"","","","","",""
"AT1G11410",NA,"1",3840877,39.94,4,"protein_coding",3602,"","","","","",""
"AT5G44220",NA,"5",17810477,43.69,1,"protein_coding",887,"","","","","",""
"AT1G67670",NA,"1",25365370,36.66,1,"protein_coding",370,"","","","","",""
"AT5G55330",NA,"5",22437471,39.46,1,"protein_coding",1413,"","","","","",""
"AT3G25585",NA,"3",9295175,35.78,6,"protein_coding",3571,"","","","","",""
"ATMG00160",NA,"Mt",40502,47.58,1,"protein_coding",2126,"","","","","",""
"AT5G59720",NA,"5",24062323,40.9,1,"protein_coding",977,"","","","","",""
